Fecha,Tipo,cantidad
,PATRIMONIO_T,151520701.20
,Activo Biológico,77843895.81
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,9787644.07
,Cuentas por Cobrar a Relacionadas,6191837.97
,Cuentas por Pagar Comerciales,10610262.78
,Cuentas por Pagar a Relacionadas,54409.21
,Efectivo y Equivalente de Efectivo,13456813.87
,Existencias,16377791.82
,Gastos Pagados por Anticipado y Otros Activos,10722537.51
,Impuestos por Recuperar,0.00
,"Inmueble, Maquinaria y Equipo, Neto",138461666.90
,Instrumento Financiero Derivados,654617.22
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,39607317.53
,Obligaciones Financieras,124745860.70
,Otras Cuenta por Cobrar Largo Plazo,380020.46
,Otras Cuentas por Pagar,-6546382.27
,Otras Cuentas por Pagar Largo Plazo,17681710.16
,Parte Corriente de Activo Biológico,24455676.75
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,33857667.74
,Reserva Legal,12032123.59
,Resultados Acumulados,65373687.99
,Sobregiros Bancarios,61010.53
,ACTIVO_CORR,80992301.99
,ACTIVO_NCORR,256292900.70
,PASIVO_CORR,38691585.21
,PASIVO_NCORR,147072916.30
,CxC,15979482.04
,INVENTARIOS,40833468.57
,CxP,4118289.72
,CAPEX,42300716.78
,ACT_FIJ,255912880.30
,CASH,13456813.87
,DEUDA_TOT,158664538.90
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-1591359.48
,Costo de Ventas,-33362622.63
,Depr. De Gastos de Administración,-261826.21
,Depr. De Gastos de Venta,-13963.90
,"Diferencia de Cambio, Neta",3239773.73
,Gastos Financieros,-2097533.46
,Gastos de Administración,-7601825.03
,Gastos de Venta,-6726575.35
,Impuesto a la Renta Corriente,0.00
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,10810.68
,"Instrumentos Financieros, Netos",516883.88
,Otros Gastos,-1184656.54
,Otros Gastos - NIC 41,-2979191.40
,Otros Ingresos,940137.59
,Restitución de Derechos Arancelarios,1994841.36
,Ventas,44509781.66
,uti_bruta,13843299.90
,EBIT,-3984600.94
,EBITDA,-3708810.83
,EBT,-2314666.11
,uti_neta,4665461.34
,costo_venta,-34953982.11
,EBDA,4941251.45
,ratio_liquidez,2.09
,ratio_rapido,1.04
,ratio_cash,0.35
,deuda_activos,0.47
,deuda_patrimonio,1.05
,apalancamiento,2.23
,cobertura_int,0.51
,DEUDA_ESTR,104772199.50
,CAP_EMPL,298593617.50
,mg_ebitda,0.02
,carga_impositiva,-0.87
,carga_intereses,-1.13
,mg_bruto,0.34
,mg_neto,0.02
,mg_operativo,0.02
,ROA,0.00
,ROE,0.01
,ROCE,0.00
,rotacion_trabajo,1.11
,rotacion_fijos,0.22
,rotacion_activos,0.17
,rotacion_cxc,4.65
,rotacion_inventarios,0.93
,rotacion_cxp,5.03
,dias_inventario,394.53
,dias_cxc,78.55
,dias_cxp,72.62
,ciclo_operativo,473.08
,ciclo_caja,400.46
,anos_d_estr,73.06
,Generacion_T_CAJA,1356017.10
,DEUDA_ESTRUCTURAL,99069808.01
,deuda_ebitda,110.38
,ventas12M,0.06
,utinet12M,-2.61
,EBITDA12M,4.17
1/07/2019 00:00,PATRIMONIO,146870300.60
,RESULTEX,5655599.25
,ACTIVO_T,338706824.00
,PASIVO_T,186180924.10
,PATRIMONIO_T,152525899.90
,Activo Biológico,80108078.21
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,15481580.50
,Cuentas por Cobrar a Relacionadas,6789106.93
,Cuentas por Pagar Comerciales,16055050.97
,Cuentas por Pagar a Relacionadas,141387.47
,Efectivo y Equivalente de Efectivo,5533747.74
,Existencias,16506090.78
,Gastos Pagados por Anticipado y Otros Activos,11029409.94
,Impuestos por Recuperar,0.00
,"Inmueble, Maquinaria y Equipo, Neto",137471286.80
,Instrumento Financiero Derivados,675843.80
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,125125027.40
,Otras Cuenta por Cobrar Largo Plazo,380747.55
,Otras Cuentas por Pagar,-7619113.32
,Otras Cuentas por Pagar Largo Plazo,17883666.81
,Parte Corriente de Activo Biológico,25793322.09
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,29168978.59
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,104736.92
,ACTIVO_CORR,81133257.98
,ACTIVO_NCORR,257573566.00
,PASIVO_CORR,38526884.43
,PASIVO_NCORR,147654039.70
,CxC,22270687.43
,INVENTARIOS,42299412.87
,CxP,8577325.12
,CAPEX,42606373.55
,ACT_FIJ,257192818.50
,CASH,5533747.74
,DEUDA_TOT,154398742.90
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-1856586.06
,Costo de Ventas,-41180748.52
,Depr. De Gastos de Administración,-304216.76
,Depr. De Gastos de Venta,-16317.63
,"Diferencia de Cambio, Neta",2725848.07
,Gastos Financieros,-2281390.30
,Gastos de Administración,-9075455.57
,Gastos de Venta,-8175093.62
,Impuesto a la Renta Corriente,0.00
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,19164.25
,"Instrumentos Financieros, Netos",497647.02
,Otros Gastos,-1185758.26
,Otros Gastos - NIC 41,-2979191.40
,Otros Ingresos,1053492.87
,Restitución de Derechos Arancelarios,2092287.45
,Ventas,57049131.27
,uti_bruta,18396743.13
,EBIT,-2285797.24
,EBITDA,-1965262.85
,EBT,-1324528.20
,uti_neta,5655599.25
,costo_venta,-43037334.58
,EBDA,5976133.64
,ratio_liquidez,2.11
,ratio_rapido,1.01
,ratio_cash,0.14
,deuda_activos,0.46
,deuda_patrimonio,1.01
,apalancamiento,2.22
,cobertura_int,0.51
,DEUDA_ESTR,105047666.20
,CAP_EMPL,300179939.60
,mg_ebitda,0.02
,carga_impositiva,-1.96
,carga_intereses,-0.89
,mg_bruto,0.34
,mg_neto,0.03
,mg_operativo,0.02
,ROA,0.01
,ROE,0.01
,ROCE,0.00
,rotacion_trabajo,1.05
,rotacion_fijos,0.22
,rotacion_activos,0.17
,rotacion_cxc,2.80
,rotacion_inventarios,0.89
,rotacion_cxp,3.81
,dias_inventario,410.45
,dias_cxc,130.45
,dias_cxp,95.91
,ciclo_operativo,540.90
,ciclo_caja,445.00
,anos_d_estr,43.82
,Generacion_T_CAJA,2184589.89
,DEUDA_ESTRUCTURAL,95722609.28
,deuda_ebitda,107.89
,ventas12M,0.21
,utinet12M,-2.32
,EBITDA12M,-0.07
1/08/2019 00:00,PATRIMONIO,146870300.60
,RESULTEX,7870942.82
,ACTIVO_T,346466536.20
,PASIVO_T,191725292.70
,PATRIMONIO_T,154741243.50
,Activo Biológico,81539441.93
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,25323044.23
,Cuentas por Cobrar a Relacionadas,8104323.66
,Cuentas por Pagar Comerciales,17501435.57
,Cuentas por Pagar a Relacionadas,182368.54
,Efectivo y Equivalente de Efectivo,1798068.66
,Existencias,13842916.05
,Gastos Pagados por Anticipado y Otros Activos,10930952.21
,Impuestos por Recuperar,0.00
,"Inmueble, Maquinaria y Equipo, Neto",137411438.40
,Instrumento Financiero Derivados,665867.09
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,128878778.20
,Otras Cuenta por Cobrar Largo Plazo,386503.64
,Otras Cuentas por Pagar,-7450500.63
,Otras Cuentas por Pagar Largo Plazo,17922361.09
,Parte Corriente de Activo Biológico,27516393.83
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,29260277.23
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,119360.11
,ACTIVO_CORR,87515698.64
,ACTIVO_NCORR,258950837.50
,PASIVO_CORR,40278807.91
,PASIVO_NCORR,151446484.80
,CxC,33427367.89
,INVENTARIOS,41359309.88
,CxP,10233303.48
,CAPEX,47236890.73
,ACT_FIJ,258564333.90
,CASH,1798068.66
,DEUDA_TOT,158258415.60
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2106493.60
,Costo de Ventas,-46867337.31
,Depr. De Gastos de Administración,-345937.95
,Depr. De Gastos de Venta,-18736.28
,"Diferencia de Cambio, Neta",-1770743.32
,Gastos Financieros,-2435783.13
,Gastos de Administración,-10340489.86
,Gastos de Venta,-10046648.13
,Impuesto a la Renta Corriente,0.00
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,19178.37
,"Instrumentos Financieros, Netos",527899.04
,Otros Gastos,-1293181.75
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,1101552.92
,Restitución de Derechos Arancelarios,2161004.61
,Ventas,73222849.93
,uti_bruta,28702682.62
,EBIT,4550264.41
,EBITDA,4914938.64
,EBT,890815.37
,uti_neta,7870942.82
,costo_venta,-48973830.91
,EBDA,8235617.05
,ratio_liquidez,2.17
,ratio_rapido,1.15
,ratio_cash,0.04
,deuda_activos,0.46
,deuda_patrimonio,1.02
,apalancamiento,2.24
,cobertura_int,0.53
,DEUDA_ESTR,104209594.10
,CAP_EMPL,306187728.30
,mg_ebitda,0.02
,carga_impositiva,-2.54
,carga_intereses,-0.85
,mg_bruto,0.34
,mg_neto,0.04
,mg_operativo,0.02
,ROA,0.01
,ROE,0.01
,ROCE,0.00
,rotacion_trabajo,0.97
,rotacion_fijos,0.23
,rotacion_activos,0.17
,rotacion_cxc,2.07
,rotacion_inventarios,0.86
,rotacion_cxp,2.30
,dias_inventario,424.19
,dias_cxc,176.26
,dias_cxp,158.59
,ciclo_operativo,600.45
,ciclo_caja,441.86
,anos_d_estr,34.40
,Generacion_T_CAJA,2760823.25
,DEUDA_ESTRUCTURAL,94976297.63
,deuda_ebitda,106.79
,ventas12M,0.18
,utinet12M,7.21
,EBITDA12M,0.19
1/09/2019 00:00,PATRIMONIO,146870300.60
,RESULTEX,7397441.07
,ACTIVO_T,348955218.50
,PASIVO_T,194687476.80
,PATRIMONIO_T,154267741.70
,Activo Biológico,81655538.96
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,22470715.50
,Cuentas por Cobrar a Relacionadas,8799594.94
,Cuentas por Pagar Comerciales,16487989.89
,Cuentas por Pagar a Relacionadas,175707.90
,Efectivo y Equivalente de Efectivo,1697512.59
,Existencias,13709987.73
,Gastos Pagados por Anticipado y Otros Activos,10769275.91
,Impuestos por Recuperar,0.00
,"Inmueble, Maquinaria y Equipo, Neto",137063310.60
,Instrumento Financiero Derivados,649650.36
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,128727111.50
,Otras Cuenta por Cobrar Largo Plazo,386018.91
,Otras Cuentas por Pagar,-3195820.79
,Otras Cuentas por Pagar Largo Plazo,17919584.03
,Parte Corriente de Activo Biológico,32789809.84
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,29225843.24
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,52065.12
,ACTIVO_CORR,90236896.51
,ACTIVO_NCORR,258718322.00
,PASIVO_CORR,43395435.72
,PASIVO_NCORR,151292041.00
,CxC,31270310.44
,INVENTARIOS,46499797.57
,CxP,13467877.00
,CAPEX,46841460.79
,ACT_FIJ,258332303.10
,CASH,1697512.59
,DEUDA_TOT,158005019.90
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2369805.30
,Costo de Ventas,-48758200.81
,Depr. De Gastos de Administración,-388150.67
,Depr. De Gastos de Venta,-21495.22
,"Diferencia de Cambio, Neta",-1775709.16
,Gastos Financieros,-2447471.74
,Gastos de Administración,-11389591.11
,Gastos de Venta,-10473730.41
,Impuesto a la Renta Corriente,0.00
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,19197.35
,"Instrumentos Financieros, Netos",543332.17
,Otros Gastos,-1774539.01
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,1798217.47
,Restitución de Derechos Arancelarios,2231253.38
,Ventas,76140324.85
,uti_bruta,29536231.11
,EBIT,4077965.00
,EBITDA,4487610.89
,EBT,417313.62
,uti_neta,7397441.07
,costo_venta,-51128006.11
,EBDA,7807086.96
,ratio_liquidez,2.08
,ratio_rapido,1.01
,ratio_cash,0.04
,deuda_activos,0.45
,deuda_patrimonio,1.02
,apalancamiento,2.26
,cobertura_int,0.50
,DEUDA_ESTR,104450580.30
,CAP_EMPL,305559782.80
,mg_ebitda,0.02
,carga_impositiva,-2.80
,carga_intereses,-0.96
,mg_bruto,0.35
,mg_neto,0.05
,mg_operativo,0.02
,ROA,0.01
,ROE,0.02
,ROCE,0.00
,rotacion_trabajo,0.99
,rotacion_fijos,0.23
,rotacion_activos,0.17
,rotacion_cxc,2.27
,rotacion_inventarios,0.76
,rotacion_cxp,1.60
,dias_inventario,483.03
,dias_cxc,161.01
,dias_cxp,228.72
,ciclo_operativo,644.04
,ciclo_caja,415.32
,anos_d_estr,29.81
,Generacion_T_CAJA,3256153.17
,DEUDA_ESTRUCTURAL,97067205.55
,deuda_ebitda,110.58
,ventas12M,0.05
,utinet12M,4.08
,EBITDA12M,-0.10
1/10/2019 00:00,PATRIMONIO,146870300.60
,RESULTEX,8698450.95
,ACTIVO_T,356810799.80
,PASIVO_T,201242048.20
,PATRIMONIO_T,155568751.60
,Activo Biológico,81914933.52
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,14308589.05
,Cuentas por Cobrar a Relacionadas,8230626.61
,Cuentas por Pagar Comerciales,17939914.17
,Cuentas por Pagar a Relacionadas,210607.03
,Efectivo y Equivalente de Efectivo,12245488.04
,Existencias,14232167.16
,Gastos Pagados por Anticipado y Otros Activos,10575854.78
,Impuestos por Recuperar,0.00
,"Inmueble, Maquinaria y Equipo, Neto",136367915.90
,Instrumento Financiero Derivados,602815.55
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,126982944.50
,Otras Cuenta por Cobrar Largo Plazo,969806.21
,Otras Cuentas por Pagar,-2277865.92
,Otras Cuentas por Pagar Largo Plazo,17675824.66
,Parte Corriente de Activo Biológico,38351964.97
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,35451924.44
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,10538.27
,ACTIVO_CORR,97944690.61
,ACTIVO_NCORR,258866109.20
,PASIVO_CORR,51937933.54
,PASIVO_NCORR,149304114.60
,CxC,22539215.66
,INVENTARIOS,52584132.13
,CxP,15872655.28
,CAPEX,46006757.07
,ACT_FIJ,257896302.90
,CASH,12245488.04
,DEUDA_TOT,162445407.20
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2633117.00
,Costo de Ventas,-51170244.37
,Depr. De Gastos de Administración,-431897.56
,Depr. De Gastos de Venta,-24050.87
,"Diferencia de Cambio, Neta",308410.72
,Gastos Financieros,-2466722.55
,Gastos de Administración,-12625833.73
,Gastos de Venta,-11178955.98
,Impuesto a la Renta Corriente,0.00
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,27140.10
,"Instrumentos Financieros, Netos",581364.65
,Otros Gastos,-1774539.01
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,1835159.95
,Restitución de Derechos Arancelarios,2393193.75
,Ventas,79794733.57
,uti_bruta,30677224.94
,EBIT,3268130.58
,EBITDA,3724079.01
,EBT,1718323.50
,uti_neta,8698450.95
,costo_venta,-53803361.37
,EBDA,9154399.38
,ratio_liquidez,1.89
,ratio_rapido,0.87
,ratio_cash,0.24
,deuda_activos,0.46
,deuda_patrimonio,1.04
,apalancamiento,2.29
,cobertura_int,0.52
,DEUDA_ESTR,103297357.60
,CAP_EMPL,304872866.20
,mg_ebitda,0.02
,carga_impositiva,-5.79
,carga_intereses,-0.58
,mg_bruto,0.36
,mg_neto,0.06
,mg_operativo,0.02
,ROA,0.01
,ROE,0.02
,ROCE,0.00
,rotacion_trabajo,0.98
,rotacion_fijos,0.23
,rotacion_activos,0.16
,rotacion_cxc,1.99
,rotacion_inventarios,0.77
,rotacion_cxp,2.20
,dias_inventario,475.70
,dias_cxc,183.34
,dias_cxp,165.70
,ciclo_operativo,659.04
,ciclo_caja,493.34
,anos_d_estr,22.52
,Generacion_T_CAJA,4218941.78
,DEUDA_ESTRUCTURAL,95030796.40
,deuda_ebitda,109.59
,ventas12M,0.06
,utinet12M,-4.05
,EBITDA12M,0.23
1/11/2019 00:00,PATRIMONIO,146870300.60
,RESULTEX,10814328.55
,ACTIVO_T,364428434.70
,PASIVO_T,206743805.50
,PATRIMONIO_T,157684629.20
,Activo Biológico,82202382.90
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,26762467.31
,Cuentas por Cobrar a Relacionadas,7359752.24
,Cuentas por Pagar Comerciales,22986807.94
,Cuentas por Pagar a Relacionadas,197000.66
,Efectivo y Equivalente de Efectivo,9523042.16
,Existencias,15997201.36
,Gastos Pagados por Anticipado y Otros Activos,10469982.93
,Impuestos por Recuperar,0.00
,"Inmueble, Maquinaria y Equipo, Neto",135973791.50
,Instrumento Financiero Derivados,649859.19
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,39613453.53
,Obligaciones Financieras,128878778.20
,Otras Cuenta por Cobrar Largo Plazo,1013587.29
,Otras Cuentas por Pagar,-3855513.14
,Otras Cuentas por Pagar Largo Plazo,17380287.93
,Parte Corriente de Activo Biológico,35512773.49
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,35861239.20
,Reserva Legal,12032123.59
,Resultados Acumulados,65388748.76
,Sobregiros Bancarios,0.00
,ACTIVO_CORR,105625219.50
,ACTIVO_NCORR,258803215.20
,PASIVO_CORR,55839393.85
,PASIVO_NCORR,150904411.60
,CxC,34122219.55
,INVENTARIOS,51509974.85
,CxP,19328295.46
,CAPEX,49785825.64
,ACT_FIJ,257789627.90
,CASH,9523042.16
,DEUDA_TOT,164740017.40
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-2896428.70
,Costo de Ventas,-62162143.70
,Depr. De Gastos de Administración,-475219.92
,Depr. De Gastos de Venta,-26606.52
,"Diferencia de Cambio, Neta",-1858075.94
,Gastos Financieros,-2570412.70
,Gastos de Administración,-13779098.54
,Gastos de Venta,-13012005.24
,Impuesto a la Renta Corriente,0.00
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,40253.63
,"Instrumentos Financieros, Netos",543320.94
,Otros Gastos,-1922284.69
,Otros Gastos - NIC 41,-3208977.16
,Otros Ingresos,2315097.80
,Restitución de Derechos Arancelarios,2760502.27
,Ventas,97793620.58
,uti_bruta,37788209.44
,EBIT,7679115.17
,EBITDA,8180941.61
,EBT,3834201.10
,uti_neta,10814328.55
,costo_venta,-65058572.40
,EBDA,11316154.99
,ratio_liquidez,1.89
,ratio_rapido,0.97
,ratio_cash,0.17
,deuda_activos,0.45
,deuda_patrimonio,1.04
,apalancamiento,2.31
,cobertura_int,0.67
,DEUDA_ESTR,101118586.00
,CAP_EMPL,308589040.80
,mg_ebitda,0.03
,carga_impositiva,-48.61
,carga_intereses,-0.07
,mg_bruto,0.36
,mg_neto,0.08
,mg_operativo,0.02
,ROA,0.01
,ROE,0.03
,ROCE,0.00
,rotacion_trabajo,1.25
,rotacion_fijos,0.23
,rotacion_activos,0.16
,rotacion_cxc,1.37
,rotacion_inventarios,0.84
,rotacion_cxp,3.08
,dias_inventario,434.91
,dias_cxc,266.71
,dias_cxp,118.43
,ciclo_operativo,701.62
,ciclo_caja,583.19
,anos_d_estr,17.91
,Generacion_T_CAJA,5373784.73
,DEUDA_ESTRUCTURAL,96239178.81
,deuda_ebitda,92.03
,ventas12M,-0.07
,utinet12M,-4.56
,EBITDA12M,1.15
1/12/2019 00:00,PATRIMONIO,147723020.70
,RESULTEX,0.00
,ACTIVO_T,370350940.00
,PASIVO_T,222627919.30
,PATRIMONIO_T,147723020.70
,Activo Biológico,78106541.77
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,25087452.87
,Cuentas por Cobrar a Relacionadas,752772.60
,Cuentas por Pagar Comerciales,30582258.69
,Cuentas por Pagar a Relacionadas,223892.62
,Efectivo y Equivalente de Efectivo,3559731.63
,Existencias,35917179.62
,Gastos Pagados por Anticipado y Otros Activos,10164258.34
,Impuestos por Recuperar,12172546.50
,"Inmueble, Maquinaria y Equipo, Neto",136247168.50
,Instrumento Financiero Derivados,561217.76
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,108764115.30
,Otras Cuenta por Cobrar Largo Plazo,1023079.79
,Otras Cuentas por Pagar,3877947.57
,Otras Cuentas por Pagar Largo Plazo,17272768.16
,Parte Corriente de Activo Biológico,20960754.77
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,56700373.71
,Reserva Legal,12032123.59
,Resultados Acumulados,66241468.82
,Sobregiros Bancarios,0.00
,ACTIVO_CORR,108614696.30
,ACTIVO_NCORR,261736243.60
,PASIVO_CORR,91945690.35
,PASIVO_NCORR,130682228.90
,CxC,25840225.47
,INVENTARIOS,56877934.39
,CxP,34684098.88
,CAPEX,16669005.98
,ACT_FIJ,260713163.80
,CASH,3559731.63
,DEUDA_TOT,165464489.00
,Cambios en el Valor Razonable de Activos Biológicos,2292658.99
,Costo de Venta - NIC 41,-3084359.80
,Costo de Ventas,-71176982.21
,Depr. De Gastos de Administración,-518651.94
,Depr. De Gastos de Venta,-29252.91
,"Diferencia de Cambio, Neta",1343511.00
,Gastos Financieros,-7283591.68
,Gastos de Administración,-15224428.84
,Gastos de Venta,-14724757.33
,Impuesto a la Renta Corriente,-105904.00
,Impuesto a la Renta Diferido,6980127.45
,Ingresos Financieros,40294.54
,"Instrumentos Financieros, Netos",616328.68
,Otros Gastos,-3458577.70
,Otros Gastos - NIC 41,-6848227.58
,Otros Ingresos,3835827.48
,Restitución de Derechos Arancelarios,2897194.48
,Ventas,105301511.40
,uti_bruta,36230022.89
,EBIT,-738045.93
,EBITDA,-190141.08
,EBT,-6021503.39
,uti_neta,852720.06
,costo_venta,-74261342.01
,EBDA,1400624.91
,ratio_liquidez,1.18
,ratio_rapido,0.56
,ratio_cash,0.04
,deuda_activos,0.45
,deuda_patrimonio,1.12
,apalancamiento,2.51
,cobertura_int,0.87
,DEUDA_ESTR,114013222.90
,CAP_EMPL,278405249.60
,mg_ebitda,0.04
,carga_impositiva,7.46
,carga_intereses,0.45
,mg_bruto,0.37
,mg_neto,0.11
,mg_operativo,0.03
,ROA,0.02
,ROE,0.04
,ROCE,0.01
,rotacion_trabajo,1.43
,rotacion_fijos,0.22
,rotacion_activos,0.15
,rotacion_cxc,1.11
,rotacion_inventarios,0.88
,rotacion_cxp,3.36
,dias_inventario,412.57
,dias_cxc,329.01
,dias_cxp,108.51
,ciclo_operativo,741.58
,ciclo_caja,633.07
,anos_d_estr,13.50
,Generacion_T_CAJA,7004062.22
,DEUDA_ESTRUCTURAL,94546121.52
,deuda_ebitda,73.11
,ventas12M,-0.23
,utinet12M,-1.05
,EBITDA12M,-0.97
1/01/2020 00:00,PATRIMONIO,147723020.70
,RESULTEX,6616322.38
,ACTIVO_T,398126771.30
,PASIVO_T,243787428.20
,PATRIMONIO_T,154339343.10
,Activo Biológico,71585643.08
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,65260559.18
,Cuentas por Cobrar a Relacionadas,692921.60
,Cuentas por Pagar Comerciales,36297997.29
,Cuentas por Pagar a Relacionadas,230599.96
,Efectivo y Equivalente de Efectivo,12662891.92
,Existencias,26784301.51
,Gastos Pagados por Anticipado y Otros Activos,18814392.51
,Impuestos por Recuperar,6831927.76
,"Inmueble, Maquinaria y Equipo, Neto",135928650.20
,Instrumento Financiero Derivados,615677.96
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,110108501.40
,Otras Cuenta por Cobrar Largo Plazo,1026828.13
,Otras Cuentas por Pagar,3727413.84
,Otras Cuentas por Pagar Largo Plazo,25720669.80
,Parte Corriente de Activo Biológico,12179201.82
,Pasivo por Impuesto a la Renta Diferido,4645345.49
,Porcion Corriente de Obligaciones Financieras,62441222.46
,Reserva Legal,12032123.59
,Resultados Acumulados,66241468.82
,Sobregiros Bancarios,0.00
,ACTIVO_CORR,143226196.30
,ACTIVO_NCORR,254900575.00
,PASIVO_CORR,103312911.50
,PASIVO_NCORR,140474516.70
,CxC,65953480.78
,INVENTARIOS,38963503.33
,CxP,40256011.09
,CAPEX,39913284.79
,ACT_FIJ,253873746.80
,CASH,12662891.92
,DEUDA_TOT,172549723.80
,Cambios en el Valor Razonable de Activos Biológicos,0.00
,Costo de Venta - NIC 41,-174136.19
,Costo de Ventas,-28237297.34
,Depr. De Gastos de Administración,-43465.87
,Depr. De Gastos de Venta,-2731.45
,"Diferencia de Cambio, Neta",-1448294.91
,Gastos Financieros,-18534.28
,Gastos de Administración,-1396715.68
,Gastos de Venta,-3995062.57
,Impuesto a la Renta Corriente,0.00
,Impuesto a la Renta Diferido,0.00
,Ingresos Financieros,11.56
,"Instrumentos Financieros, Netos",-47523.23
,Otros Gastos,-1164728.28
,Otros Gastos - NIC 41,-6151401.24
,Otros Ingresos,302850.38
,Restitución de Derechos Arancelarios,17348.98
,Ventas,48976002.50
,uti_bruta,20581917.95
,EBIT,8130663.24
,EBITDA,8176860.56
,EBT,6616322.38
,uti_neta,6616322.38
,costo_venta,-28411433.53
,EBDA,6662519.70
,ratio_liquidez,1.39
,ratio_rapido,1.01
,ratio_cash,0.12
,deuda_activos,0.43
,deuda_patrimonio,1.12
,apalancamiento,2.58
,cobertura_int,0.64
,DEUDA_ESTR,100561231.90
,CAP_EMPL,294813859.70
,mg_ebitda,0.03
,carga_impositiva,31.75
,carga_intereses,0.13
,mg_bruto,0.36
,mg_neto,0.10
,mg_operativo,0.02
,ROA,0.01
,ROE,0.03
,ROCE,0.00
,rotacion_trabajo,1.25
,rotacion_fijos,0.22
,rotacion_activos,0.15
,rotacion_cxc,1.00
,rotacion_inventarios,1.07
,rotacion_cxp,0.86
,dias_inventario,340.33
,dias_cxc,365.17
,dias_cxp,422.96
,ciclo_operativo,705.49
,ciclo_caja,282.54
,anos_d_estr,14.62
,Generacion_T_CAJA,6294104.13
,DEUDA_ESTRUCTURAL,92041196.33
,deuda_ebitda,94.29
,ventas12M,0.07
,utinet12M,-0.56
,EBITDA12M,-0.44
1/02/2020 00:00,PATRIMONIO,147723020.70
,RESULTEX,7439003.73
,ACTIVO_T,393351852.00
,PASIVO_T,238189827.60
,PATRIMONIO_T,155162024.40
,Activo Biológico,73425410.15
,Capital Social,69449428.29
,Cuentas por Cobrar Comerciales,72444283.39
,Cuentas por Cobrar a Relacionadas,692921.60
,Cuentas por Pagar Comerciales,31235954.63
,Cuentas por Pagar a Relacionadas,292819.57
,Efectivo y Equivalente de Efectivo,12007368.21
,Existencias,9494943.16
,Gastos Pagados por Anticipado y Otros Activos,19491301.92
,Impuestos por Recuperar,6831927.76
,"Inmueble, Maquinaria y Equipo, Neto",136023590.30
,Instrumento Financiero Derivados,632700.13
,Instrumentos Financieros Derivados,0.00
,Inversiónes Mobiliarias,46359453.53
,Obligaciones Financieras,113157962.50
